VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2018,75.084894333,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2019,78.500288746,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2020,75.477946735,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Arab Emirates,2021,79.610530936,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2018,329.13171968,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2019,334.696116893,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2020,300.58761481,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Kingdom of Great Britain and Northern Ireland,2021,320.902032527,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2018,7.551865578,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2019,8.211723849,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2020,8.697871077,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United Republic of Tanzania,2021,9.101690611,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2018,43.554007596,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2019,44.590273074,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2020,43.348168007,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,United States of America,2021,45.882501043,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2018,13.713947985,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2019,13.69597176,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2020,12.722450202,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uruguay,2021,13.282776205,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2018,1.609902615,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2019,1.837773679,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2020,2.008436134,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uzbekistan,2021,2.534458626,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2018,8.130746776,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2019,5.801752637,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2020,4.006521405,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Venezuela (Bolivarian Republic of),2021,3.990797492,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2018,3.104383304,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2019,3.346914548,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2020,3.439526712,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Viet Nam,2021,3.615029193,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2018,4.716797765,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2019,4.775400499,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2020,4.835732301,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Yemen,2021,4.788618287,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2018,13.185762011,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2019,13.493870401,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2020,13.461580491,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zambia,2021,14.439302479,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2018,5.11830921,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2019,4.174240807,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2020,3.450828528,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Zimbabwe,2021,3.659397636,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Afghanistan,2018,54.757019438,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Afghanistan,2019,54.757019438,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Afghanistan,2020,54.757019438,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Afghanistan,2021,54.757019438,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Albania,2018,5.757211539,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Albania,2019,6.796875,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Albania,2020,4.723557692,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Albania,2021,4.783653846,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Algeria,2018,137.920360208,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Algeria,2019,137.920360208,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Algeria,2020,137.920360208,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Algeria,2021,137.920360208,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Angola,2018,1.871883289,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Angola,2019,1.871883289,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Angola,2020,1.871883289,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Angola,2021,1.871883289,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Antigua and Barbuda,2018,8.461538461,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Antigua and Barbuda,2019,8.461538461,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Antigua and Barbuda,2020,8.461538461,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Antigua and Barbuda,2021,8.461538461,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Argentina,2018,10.456664077,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Argentina,2019,10.456664077,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Argentina,2020,10.456664077,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Argentina,2021,10.456664077,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Armenia,2018,54.750857373,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Armenia,2019,57.79705467,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Armenia,2020,57.090982449,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Armenia,2021,59.854750857,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Australia,2018,4.957780458,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Australia,2019,4.246079614,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Australia,2020,3.486127865,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Australia,2021,4.599919582,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Austria,2018,8.783887507,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Austria,2019,8.676429953,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Austria,2020,8.676429953,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Austria,2021,8.676429953,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Azerbaijan,2018,53.729300066,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Azerbaijan,2019,55.597262089,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Azerbaijan,2020,53.888628836,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Azerbaijan,2021,57.265886509,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bahrain,2018,133.706896552,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bahrain,2019,133.706896552,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bahrain,2020,133.706896552,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bahrain,2021,133.706896552,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bangladesh,2018,5.723339482,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bangladesh,2019,5.723339482,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bangladesh,2020,5.723339482,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bangladesh,2021,5.723339482,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Barbados,2018,87.5,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Barbados,2019,87.5,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Barbados,2020,87.5,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Barbados,2021,87.5,%,I,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belarus,2018,4.581410679,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belarus,2019,4.475939354,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belarus,2020,4.377059987,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belarus,2021,4.696769941,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belgium,2018,51.28992629,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belgium,2019,51.584766585,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belgium,2020,51.87960688,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belgium,2021,51.87960688,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belize,2018,1.260294485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belize,2019,1.260294485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belize,2020,1.260294485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Belize,2021,1.260294485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Benin,2018,0.975243811,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Benin,2019,0.975243811,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Benin,2020,0.975243811,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Benin,2021,0.975243811,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bhutan,2018,1.413807531,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bhutan,2019,1.413807531,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bhutan,2020,1.413807531,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bhutan,2021,1.413807531,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2018,1.235985321,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2019,1.242539121,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2020,1.245288557,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bolivia (Plurinational State of),2021,1.2429031,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2018,2.071713147,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2019,2.028552457,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2020,1.999521912,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bosnia and Herzegovina,2021,2.034840637,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Botswana,2018,2.133221792,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Botswana,2019,2.112307853,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Botswana,2020,2.305004706,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Botswana,2021,2.442972916,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brazil,2018,1.464112726,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brazil,2019,1.484808454,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brazil,2020,1.479304271,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brazil,2021,1.481946279,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brunei Darussalam,2018,3.466465712,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brunei Darussalam,2019,3.466465712,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brunei Darussalam,2020,3.466465712,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Brunei Darussalam,2021,3.466465712,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bulgaria,2018,40.099046493,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bulgaria,2019,40.076871905,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bulgaria,2020,37.519402764,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Bulgaria,2021,37.519402764,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burkina Faso,2018,7.820267686,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burkina Faso,2019,7.820267686,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burkina Faso,2020,7.820267686,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burkina Faso,2021,7.820267686,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burundi,2018,10.19286754,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burundi,2019,10.19286754,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burundi,2020,10.19286754,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Burundi,2021,10.19286754,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cabo Verde,2018,44.389008407,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cabo Verde,2019,48.95751,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cabo Verde,2020,68.943736667,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cabo Verde,2021,57.177506667,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cambodia,2018,1.03654485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cambodia,2019,1.03654485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cambodia,2020,1.03654485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cambodia,2021,1.03654485,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cameroon,2018,1.560430107,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cameroon,2019,1.560430107,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cameroon,2020,1.560430107,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Cameroon,2021,1.560430107,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Canada,2018,3.733573635,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Canada,2019,3.733573635,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Canada,2020,3.733573635,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Canada,2021,3.733573635,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Central African Republic,2018,0.335648148,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Central African Republic,2019,0.335648148,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Central African Republic,2020,0.335648148,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Central African Republic,2021,0.335648148,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Chad,2018,4.294921875,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Chad,2019,4.294921875,%,E,False
Water use,Pressure on water resources,SDG 6.4.2. Water Stress,Chad,2020,4.294921875,%,E,False
